item_id,price_extreme_low,price_extreme_high,rapid_price_drop,seasonal_mismatch,high_views_no_favs,high_favs_no_sale,poor_seller_performance,new_bulk_seller,frequent_relisting,no_images,minimal_description,poor_content_quality,excessive_images,luxury_low_price,luxury_new_seller,luxury_high_risk,isolation_forest_score,mahalanobis_score,composite_anomaly_score,fraud_confidence
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.23256953284551551,0.05569678847253563,2.882663213180512,4.799290886177956
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225768315610275,0.06296449023959509,2.887328058498701,2.9646745814613404
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065853024460444,0.11196647228378322,5.1855177472982765,2.5927588736491383
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28752570980204006,0.08149586596894406,3.690215757709842,1.845107878854921
21,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07195443217452357,0.036431751355196294,1.0838618352971987,2.4192145712684643
22,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07672680522672048,0.03335956435787872,1.100863695845992,4.6644883604660565
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14531039568021187,0.04422734903573012,1.89537744715942,4.526197145439075
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.6139892037100461,0.1421030987635609,26.56092302473607,34.65454922382776
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.34100596414304996,0.07403870571475361,6.150446698578036,3.075223349289018
26,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3281374477674601,0.07131394082719368,3.994513885946538,2.290465724717644
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14993899906566444,0.04466576668966438,1.9460476575532883,2.423666714513364
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19663425339509988,0.053418143586161274,2.5005239698126114,1.2502619849063057
29,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13009584245365602,0.04505109929798109,5.951469417516371,2.9757347087581856
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16724988599578727,0.046690147601832814,2.139400335976201,1.2966233763596204
31,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08388825502423547,0.033373286212914126,1.172615412371496,0.586307706185748
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04933703096769915,0.025240290158874308,0.7457732112657346,5.262865989067433
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3509560160597053,0.09372530620131755,4.446813222610229,4.128019088665269
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2988000170364504,0.0691651570861568,3.6796517412260727,8.259647815129052
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25363946804917625,0.07933583897300385,3.329753070221801,1.6648765351109005
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05818907114445737,0.039143904841272885,0.9733297598573026,0.4866648799286513
37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5627953964013672,0.08344051782825791,16.462359142296254,15.201494474092097
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13567790756556275,0.04394040894340627,1.7961831650896904,1.3032823275983303
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.2518516790764561,0.058653117284123556,22.105047963605795,30.8572949208543
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2976200797914893,0.0879135695885662,3.8553364938005554,1.9276682469002777
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1046740456307409,0.042164462481879536,1.4683850811262045,3.8293402836769124
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2150403624102405,0.05331778609576944,2.6835814850600994,6.167145387065225
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25025881289040586,0.07583401107385133,3.2609282396425723,1.9236234280872813
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03148244221113394,0.025792893110646142,0.5727533532178009,0.2863766766089004
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075689879516051,0.032529602603269446,1.0821948211932044,1.5447556092298322
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.49383231373023373,0.1100013784516893,25.038336921819234,29.681498258360385
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6872043589581123,0.09805822538297262,7.8526258434108485,22.77505173116772
48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7849541374217671,0.12460825204695726,19.095623894687247,9.547811947343623
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15020716511905574,0.05160158497044851,2.0180875008950423,2.8064014010411613
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07972597954303429,0.040142045067093034,1.1986802461012733,2.7436866626697265
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28750412705995376,0.059053019553737644,3.4655714661369146,2.6531926037737072
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2817356237607005,0.059478264394717595,3.412138881554181,3.2360094953093705
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2602461512532739,0.07469078912877376,3.3493694038204764,1.6746847019102382
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10205133423797219,0.03133711158165692,1.333884458196291,0.6669422290981455
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25859098525250446,0.08280541097907564,3.413963962315801,1.7069819811579006
56,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2223343962981531,0.06385326887703076,2.861876651751839,5.394158886448249
57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789185072851484,0.07963279624218216,15.585513035273307,7.792756517636653
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11577991715180758,0.037521188945827406,1.5330110609763499,2.39121017223467
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32468635399475,0.057202843572424424,3.818891975671744,1.962711537990937
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3568148664967471,0.08545342102344433,4.4226828752019145,2.2113414376009572
61,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2730740559114312,0.05175340190740581,3.2482745781883704,1.6241372890941852
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.266272047268553,0.06072803136964916,3.270000786382022,1.635000393191011
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1848633643561426,0.05310616182639126,2.3796952618253386,5.27947466341331
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19781804071751663,0.052025895498162195,2.4984393621567884,8.42332775170689
65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29329169824986845,0.07725477675258662,18.70546475002455,9.352732375012275
66,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12736185268978695,0.04251725566963904,1.6987910835942601,5.715437647265985
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2728606909190573,0.07736227806344624,3.5022296898250356,2.080795968163833
68,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3926305094344139,0.08810666255558268,14.807371719899967,14.147907704347414
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2970465901374095,0.06117275449973757,3.582193446371471,1.7910967231857355
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18895520291063894,0.051665663613153154,2.406208665237921,1.2031043326189605
71,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1869509080715468,0.056870564306999,4.438214723785459,2.2191073618927293
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2979446791201191,0.06763788837360948,3.6558256749372866,6.063910361217113
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10528864492735157,0.034051508655659646,1.3934015358301122,0.6967007679150561
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3123936529313164,0.06261582483701,3.750094777683264,5.839416341065337
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08354432021930314,0.033423227049975114,1.1696754726927825,3.792892433758091
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18045360969080726,0.05034529446162243,2.3079890415242965,1.1539945207621483
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12454133629845154,0.041369796261332505,1.6591113255978407,0.8295556627989203
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1644347743289052,0.047024955757681196,2.114597300865864,1.057298650432932
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48255034478075054,0.08988353879577907,5.7243388357652965,4.190866035498749
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1327854333602413,0.03543805313617138,1.6822348649641266,4.865874716393933
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142258527211676,0.03097181441145843,1.0239439968357518,0.5119719984178759
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1856481050940414,0.043894661951438686,2.295427670454801,1.1477138352274006
83,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03442372655674997,0.02802592376833005,0.6244965032508002,2.03389023148871
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20943407806053616,0.0472737535612083,2.5670783162174446,1.2835391581087223
85,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7743183222010991,0.17201191887327028,19.463302410743694,13.216510520231546
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21330933413116848,0.05357385294129207,2.6688318707246057,1.3344159353623029
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10516649130300548,0.029893363232941395,1.3505985453594689,0.6752992726797344
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2908324552546848,0.08613238680457665,3.7696484205926146,6.546622413617762
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.14137403331585086,0.05326012707479624,1.9463416039064712,1.5712728082354006
90,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1850306887575991,0.055131119620319906,2.40161808377919,1.200809041889595
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09608411210674128,0.038746287234166205,1.3483039934090748,0.6741519967045374
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18224291520266012,0.052177370801758625,2.3442028600441875,2.9883381692963935
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17327236931436885,0.04509757661598661,2.1836994593035546,3.2718151136212175
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09627790690406535,0.035670253875980884,1.3194816078004623,1.712500561967401
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14404334472084002,0.05102494172127678,1.950682864421168,4.777531904174424
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29994534898820524,0.07658943850342466,3.765347874916299,3.8768792389942446
97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2966631119739138,0.057970777970230467,20.54633889944144,11.84399091838398
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1527133479695676,0.04523540780741386,1.9794875577698146,1.9926953991999972
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23106733435735893,0.05627247061592396,2.8733980497328293,1.4366990248664147
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13103682664912775,0.044686147572959974,1.7572297422208776,1.6917109108905688
101,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6178116458266234,0.14280849904218917,17.606201448688125,11.074598592100827
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40807475632598844,0.09042907863841715,4.985038349644056,2.492519174822028
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22711713215803697,0.04843314169080024,2.7555027384883726,3.1793520234425663
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22165072178664147,0.0522576937902413,2.7390841557688277,1.3695420778844138
105,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11505498277304305,0.03709979441194297,1.5215477718498602,1.4905286895057852
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.2698109975544203,0.06591641485147162,22.357274124058918,35.32262340200356
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.22340914083841112,0.056958599303303666,5.303677401417148,4.283075824982284
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12316737179152137,0.054540901253754576,1.7770827304527597,2.391788431049395
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2194826900304736,0.06768265541522919,2.871653454457028,2.366413201462114
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.7200073451294674,0.11814489625283596,8.381522413823033,9.659810996906591
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2574735779992293,0.06752867368761621,3.250022516868455,5.8792436953936225
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3551071105290805,0.0884349795587979,4.435420900878785,2.2177104504393923
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21652122108466487,0.0524268041874708,2.689480252721357,4.574375060584629
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13355892601198016,0.04625850491120617,1.7981743092318634,0.8990871546159317
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17709154950882322,0.05573735248638366,2.3282890199520687,5.194031179596239
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1663224754483864,0.05904208615241805,2.2536456160080447,2.4162218696763373
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03297226939141673,0.029259251432053306,0.6223152082347003,5.06604919197575
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.22531268846713404,0.06297885942710918,2.8829154789424325,16.203461038618
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12190369391192935,0.052673972393221226,1.7457766630515057,0.8728883315257528
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037280114553192356,0.033357021618347256,0.706371361715396,0.353185680857698
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3632239216348615,0.07305325712086175,4.362771787557232,2.181385893778616
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.33990576339709955,0.08474855334470387,23.246543167418036,29.818243604497667
123,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14375436487604,0.046867140051128804,1.906215049271688,0.953107524635844
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09188150601944989,0.038636149465175004,1.305176554846249,3.3294402130462895
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387250041559842,0.08797482266776813,4.752248642276101,25.88809999689391
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.28420668741152066,0.06416815792007731,3.4837484533159797,5.820590792406865
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1013155285654338,0.026139837225633466,1.2745536579106727,15.113710028669766
128,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08045728100396854,0.03926916192738605,1.1972644293135457,0.5986322146567729
129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05984140919566694,0.033429247055873065,15.932706562515401,9.99061524664645
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19757156434635503,0.05020756539822413,2.477791297445792,21.249502501699567
131,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1186251330296989,0.040921310633177575,1.595464436628765,5.478363566043467
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3649237030371455,0.10396126112969221,4.688849641668377,2.3444248208341887
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35167850705698245,0.07082429572770518,4.225028027846876,4.244586944974663
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13108370600528507,0.044956664930399834,1.7604037093568492,8.08047447259483
