item_id,category,platform,condition,brand,age_years,seller_account_age_days,seller_item_count,seller_rating,image_count,description_length,shipping_offered,original_price,current_price,month_listed,days_listed,view_count,favorite_count,price_drops,relistings,sold,sale_price,days_to_sell,suspected_counterfeit,fraud_flag
45,furniture,Mercari EU,fair,Crate&Barrel,4,938,35,3.9968734671739905,5,243,True,228.96,193.33,3,12,117,11,0,0,yes,167.25,9.0,0.020073163972664676,False
46,electronics,Vinted,like-new,Apple,3,781,10,3.506821701011531,6,233,True,2103.91,190.41,2,98,1613,96,2,0,yes,168.17,61.0,0.3432465959490154,False
47,electronics,Vinted,like-new,,2,289,12,2.8745561682502005,4,80,True,2019.74,215.59,7,134,1177,144,4,0,no,,,0.37697477618924596,False
48,electronics,Facebook Marketplace,good,Apple,1,1229,28,3.9151221612457325,2,71,True,1537.01,1022.29,3,167,1546,104,4,1,yes,959.91,132.0,0.0,False
49,clothing,OLX,fair,Adidas,4,357,17,5.0,5,406,True,91.04,63.54,9,15,137,17,0,4,yes,54.18,5.0,0.035947153011872846,False
50,collectibles,Facebook Marketplace,mint,Pokemon,4,918,55,4.761123497217804,4,266,True,156.06,259.55,12,29,119,11,0,0,yes,233.97,15.0,0.04288693079238187,False
51,books,eBay.de,fair,Penguin,18,861,21,4.865532502881393,4,407,True,21.7,2.05,4,51,106,6,3,0,yes,2.04,37.0,0.018408137414105033,False
52,collectibles,OLX,good,Limited Edition,9,760,17,4.443143897787567,10,289,True,189.77,127.98,7,44,216,30,2,0,no,,,0.030598801090645666,False
53,collectibles,eBay.de,good,Antique,37,378,21,4.663505901411534,3,53,True,102.87,212.56,10,32,97,10,0,3,yes,198.69,17.0,0.0,False
54,furniture,Mercari EU,fair,Wayfair,7,465,19,4.02784144037802,7,233,True,182.96,121.94,9,21,135,25,1,0,yes,104.14,10.0,0.0,False
55,collectibles,Mercari EU,poor,Pokemon,44,356,13,3.7935852512639556,5,128,True,81.34,92.38,2,25,112,14,0,0,no,,,0.0,False
56,clothing,eBay.de,like-new,Nike,6,1131,6,4.98950685156153,8,113,True,70.9,41.31,7,28,140,8,0,1,yes,38.62,11.0,0.07926441121144662,False
57,clothing,Facebook Marketplace,like-new,Supreme,7,887,10,2.9266358343192413,8,51,True,688.45,476.32,2,35,881,137,1,0,no,,,0.0,False
58,clothing,Mercari EU,fair,H&M,3,93,1,4.192348165294341,6,105,True,41.81,38.48,2,54,139,26,1,0,no,,,0.03249409283492993,False
59,electronics,eBay.de,fair,Lenovo,2,1482,61,5.0,3,101,True,323.45,30.3,6,69,200,10,2,2,no,,,0.0010653110031013935,False
60,electronics,eBay.de,good,LG,2,692,4,4.573253427428901,9,654,True,370.59,78.26,9,37,395,22,0,1,yes,75.84,23.0,0.0,False
61,clothing,Vinted,good,,5,272,1,3.5941794913649896,7,412,False,41.12,30.0,6,72,246,43,2,1,yes,26.5,27.0,0.0,False
62,books,Mercari EU,fair,Penguin,3,921,42,4.839081111611449,9,342,True,15.52,12.8,4,53,142,14,0,0,no,,,0.0,False
63,electronics,Vinted,good,,0,205,10,3.9734145007222716,9,164,True,240.54,209.84,1,48,311,27,0,0,no,,,0.08179254065001285,False
64,clothing,Vinted,fair,Louis Vuitton,8,345,4,3.6929721637011252,4,148,True,323.85,159.68,12,13,573,46,2,0,no,,,0.14348216141256998,False
65,electronics,Facebook Marketplace,good,,2,507,36,4.570316179992922,2,60,False,147.42,14.68,3,55,152,27,5,0,yes,12.83,28.0,0.0,False
66,clothing,Facebook Marketplace,like-new,Zara,3,218,1,3.095410979791863,4,362,True,148.39,111.48,6,36,155,11,1,0,no,,,0.09732084210937711,False
67,books,Facebook Marketplace,good,HarperCollins,2,1446,8,2.64808226564886,2,134,True,19.15,17.63,4,29,67,6,0,0,no,,,0.0065936224650263026,False
68,clothing,Mercari EU,good,Supreme,5,333,15,4.082868105266355,4,387,False,409.78,318.63,12,43,889,175,0,0,yes,287.81,21.0,0.13488443688794866,False
69,collectibles,OLX,good,Vintage,8,381,5,3.277302509970145,5,348,False,145.96,147.76,10,89,224,21,4,0,no,,,0.0,False
70,books,OLX,good,Random House,8,777,7,2.6350594418535236,5,235,True,12.49,6.08,6,29,92,9,0,0,yes,5.5,9.0,0.0,False
71,clothing,Facebook Marketplace,like-new,GAP,1,916,19,4.215727303179243,0,382,False,120.75,107.75,6,46,91,12,0,1,no,,,0.0,False
72,clothing,Mercari EU,good,Gucci,5,379,25,3.929260771534757,7,96,True,279.13,183.2,3,30,1008,85,1,1,yes,156.01,23.0,0.08471995047496948,False
73,books,eBay.de,fair,,5,485,9,3.037884315223763,4,176,True,7.05,5.44,8,40,73,8,1,3,no,,,0.0,False
74,books,OLX,fair,Self-published,12,1037,12,4.191831737354662,6,556,True,16.16,6.19,3,57,135,14,1,0,yes,5.44,38.0,0.07928737904447411,False
75,books,eBay.de,good,,8,443,14,3.726048551620911,2,240,True,10.81,6.49,5,28,74,6,0,0,yes,6.15,20.0,0.06416109394823408,False
76,books,Vinted,like-new,Random House,4,187,5,4.728588284451794,6,312,True,38.81,28.2,11,78,124,9,1,0,yes,27.23,51.0,0.0,False
77,clothing,eBay.de,good,GAP,4,792,42,5.0,4,112,False,82.02,65.21,10,22,117,16,0,0,yes,61.11,15.0,0.0,False
78,electronics,Vinted,good,Samsung,4,497,50,4.550798779133686,6,288,True,432.72,37.95,8,67,329,36,0,0,yes,36.27,26.0,0.0,False
79,clothing,OLX,good,,4,1802,113,4.371744894364984,8,171,True,101.08,73.15,5,82,235,20,0,0,yes,68.93,47.0,0.026573932352322055,False
80,collectibles,Mercari EU,good,Funko,6,396,19,4.404951822019785,6,108,False,218.46,323.42,5,49,157,14,2,0,yes,276.71,30.0,0.08049514567823743,False
81,furniture,Mercari EU,good,Generic,9,799,21,3.8654711135517923,5,132,False,105.56,52.13,9,64,162,9,0,2,yes,45.06,30.0,0.0,False
82,electronics,Facebook Marketplace,like-new,Samsung,0,661,14,4.533181797694715,6,339,True,490.96,474.24,2,21,235,27,0,0,no,,,0.0,False
83,clothing,Mercari EU,fair,Zara,9,558,8,4.377590861792235,6,190,False,56.57,31.09,7,43,162,23,0,0,yes,28.3,27.0,0.03443283959726623,False
84,electronics,Vinted,mint,LG,1,103,1,4.4294891591320535,4,54,True,858.46,367.83,12,76,275,29,2,0,yes,349.45,46.0,0.0,False
85,electronics,Mercari EU,good,Apple,0,957,18,4.015634609687028,7,432,False,2722.4,2989.19,11,22,1118,147,0,1,yes,2728.72,13.0,0.06969718629719404,False
86,books,Facebook Marketplace,like-new,,3,272,11,4.553662213343798,5,413,True,16.82,11.7,1,85,140,10,1,0,yes,11.22,26.0,0.0,False
87,furniture,eBay.de,mint,Crate&Barrel,7,638,15,4.445786446616386,5,296,True,314.87,183.53,6,60,173,28,2,0,yes,174.25,42.0,0.0,False
88,collectibles,Facebook Marketplace,good,LEGO,44,545,9,4.010905368611366,4,85,True,85.52,102.81,1,75,153,8,0,2,no,,,0.09323596406642917,False
89,electronics,Vinted,like-new,Sony,2,159,4,3.8719375655373307,9,121,True,675.15,70.95,3,29,250,26,0,0,yes,68.07,21.0,0.011962040125643322,False
90,clothing,Vinted,good,,5,87,1,2.9423819454578775,4,416,True,46.82,38.39,7,13,119,13,0,0,yes,34.03,4.0,0.0,False
91,books,Vinted,good,Vintage,6,174,4,4.133095871811778,3,114,True,20.83,15.4,3,32,68,12,2,0,no,,,0.0,False
92,books,eBay.de,fair,Self-published,3,801,17,4.0598042067353095,3,488,True,,14.05,12,15,73,5,0,0,yes,13.94,6.0,0.03632473478548601,False
93,furniture,Facebook Marketplace,good,,7,971,37,3.55849665579706,2,40,False,357.53,221.1,6,25,83,4,1,0,no,,,0.0435993076793888,False
94,books,Facebook Marketplace,good,Self-published,4,780,16,3.846712510414838,2,222,False,21.04,16.56,6,22,54,4,0,0,no,,,0.021055195161343437,False
95,electronics,eBay.de,good,Samsung,3,529,27,4.415604136582879,8,250,True,373.89,31.26,1,6,242,13,0,3,yes,27.98,2.0,0.07604380943927685,False
96,electronics,Mercari EU,good,Lenovo,2,1361,21,3.958894388470714,5,231,True,481.92,46.79,1,64,271,17,5,0,yes,45.15,45.0,0.039884106030721955,False
97,electronics,Facebook Marketplace,good,Generic,2,1288,39,3.913573390197338,0,259,True,173.1,18.26,5,56,139,14,2,0,no,,,0.03141642937326522,False
98,clothing,Vinted,fair,GAP,5,232,28,3.1603888124753263,6,113,False,50.79,34.86,10,64,171,13,1,4,yes,32.0,39.0,0.020059032406301802,False
99,clothing,Vinted,like-new,Adidas,17,166,5,4.672883185572148,5,414,True,107.91,13.43,3,69,207,16,0,2,yes,12.63,24.0,0.0,False
100,clothing,OLX,fair,Adidas,3,520,1,2.9179869502401456,2,208,True,66.7,55.24,11,39,86,14,1,3,no,,,0.016261920795602694,False
101,furniture,Mercari EU,mint,Herman Miller,4,350,8,3.847692801338738,4,278,True,2998.0,2517.57,2,59,938,152,0,3,yes,2249.52,18.0,0.04542995735513536,False
102,electronics,OLX,like-new,Apple,1,386,5,3.4245467228628863,4,275,True,1563.82,839.32,8,36,1406,102,1,1,yes,782.17,24.0,0.0,False
103,electronics,eBay.de,like-new,Dell,0,1188,47,4.332718623030816,4,53,True,572.99,538.06,7,22,166,25,1,0,yes,486.85,8.0,0.03603201308396764,False
104,collectibles,Facebook Marketplace,good,Antique,21,873,29,4.32423441898052,4,147,False,131.59,149.47,8,29,108,9,3,3,yes,146.0,21.0,0.0,False
105,clothing,Vinted,mint,,3,187,2,3.63621646031623,5,136,True,,50.33,6,76,188,9,1,0,yes,45.18,49.0,0.014595096071617172,False
106,electronics,eBay.de,fair,Apple,3,1364,58,4.339491677204125,5,44,False,1311.32,111.9,12,27,656,38,0,4,yes,106.42,17.0,0.482879726799482,False
107,books,Mercari EU,fair,Vintage,3,1508,42,4.209573753218116,3,4,True,12.87,11.27,8,56,74,6,0,0,no,,,0.03262474248547423,False
108,clothing,eBay.de,fair,,1,687,4,2.701822631097707,6,82,True,23.95,20.85,4,42,133,11,0,1,no,,,0.03006494131646037,False
109,clothing,Vinted,like-new,,4,209,4,4.765249532585544,10,71,True,,38.6,9,38,176,18,0,0,yes,37.45,24.0,0.018611729484672088,False
110,clothing,eBay.de,poor,,2,739,65,4.959789148717796,9,751,True,51.54,40.09,5,27,1028,158,0,0,yes,37.08,11.0,0.1093809957999015,False
111,clothing,Vinted,fair,Uniqlo,3,154,2,3.0960197535535796,10,84,False,53.58,46.71,3,24,189,34,0,0,no,,,0.08508464873918797,False
112,collectibles,Facebook Marketplace,good,LEGO,41,568,9,2.561338309806188,4,221,True,163.79,189.59,3,59,152,18,0,0,yes,176.72,27.0,0.0,False
113,books,Mercari EU,good,HarperCollins,11,382,20,4.826442664533949,1,249,True,25.3,10.46,4,16,47,4,0,1,yes,8.99,6.0,0.06459269868447906,False
114,furniture,Vinted,good,Generic,1,175,1,2.942209293382404,6,154,True,92.07,82.75,9,27,139,14,0,1,no,,,0.0,False
115,collectibles,Vinted,good,Antique,0,141,3,4.835481566931614,5,248,True,131.32,183.5,11,40,148,25,3,0,yes,177.56,17.0,0.08059773339240414,False
116,books,Vinted,like-new,,4,175,4,4.731611225550036,9,150,True,18.47,14.46,3,26,98,16,0,0,no,,,0.025787981233446305,False
117,clothing,Mercari EU,good,,3,534,22,4.120966270237437,4,83,True,26.15,21.61,11,56,143,19,0,2,yes,18.59,43.0,0.09509783175716804,False
118,collectibles,Vinted,mint,,14,196,2,3.6593570084469045,10,142,True,94.24,69.93,11,21,179,13,0,1,no,,,0.29524006598293573,False
119,electronics,Facebook Marketplace,like-new,Dell,2,463,10,3.0052695658793374,1,295,True,545.18,59.92,5,24,129,13,0,1,yes,54.77,16.0,0.0,False
120,books,Vinted,good,Self-published,2,276,8,3.8526942806611015,4,77,True,17.06,14.04,7,27,74,11,0,1,no,,,0.0,False
121,collectibles,Vinted,poor,Pokemon,33,138,5,4.192757627652931,6,257,True,46.27,49.65,3,80,207,33,3,0,no,,,0.0,False
122,electronics,OLX,poor,Apple,2,599,10,4.0896311199950475,5,163,True,931.32,92.81,11,94,1346,99,2,0,yes,88.38,66.0,0.36389944041577305,False
123,clothing,Facebook Marketplace,good,Zara,8,581,48,4.506151648146626,3,407,True,57.59,37.03,7,29,145,20,0,4,yes,33.89,14.0,0.0,False
124,clothing,Vinted,good,GAP,3,312,1,4.648066696860498,4,208,False,74.81,53.06,4,73,163,22,1,0,yes,50.91,55.0,0.053537038712463375,False
125,electronics,Facebook Marketplace,like-new,Apple,3,974,15,4.176360106721288,2,156,True,4292.23,398.62,3,19,821,161,0,1,yes,390.16,6.0,0.4702395135151172,False
126,books,Mercari EU,good,HarperCollins,5,830,20,5.0,10,159,False,19.73,15.57,4,36,106,15,1,2,no,,,0.08157433131497757,False
127,collectibles,Facebook Marketplace,mint,Limited Edition,13,908,27,4.424343134241227,4,262,True,240.21,195.58,7,33,132,20,1,0,yes,188.35,21.0,0.28952866399428867,False
128,clothing,Mercari EU,like-new,Nike,2,426,26,4.399077105017176,7,313,True,96.45,88.62,7,30,168,20,0,1,yes,78.64,10.0,0.0,False
129,electronics,Facebook Marketplace,good,Sony,8,502,20,4.395429555898887,4,41,False,247.45,23.43,2,34,145,9,0,2,yes,22.75,13.0,0.04048523930777509,False
130,electronics,OLX,like-new,Apple,6,576,5,4.123771621460128,3,54,True,4404.25,439.21,8,31,465,89,0,0,yes,421.38,18.0,0.4002121370595334,False
131,clothing,Vinted,mint,Zara,8,591,20,4.399538769053698,4,412,True,121.89,70.33,8,64,193,28,0,2,yes,67.52,27.0,0.09361262695458178,False
132,clothing,Mercari EU,fair,H&M,0,401,25,4.722841049003317,6,886,True,54.49,52.48,2,27,166,12,0,0,yes,46.84,8.0,0.0,False
133,electronics,eBay.de,good,Dell,0,887,23,2.947056662230892,8,497,True,285.58,232.07,9,54,373,33,0,0,no,,,0.042641458621024586,False
134,collectibles,Vinted,mint,LEGO,14,178,11,4.078199541498398,3,361,True,208.01,98.6,7,12,110,9,0,0,yes,96.8,8.0,0.14400545235832812,False
135,electronics,Vinted,mint,Sony,1,521,1,2.4820441812819265,2,81,True,605.43,291.18,11,44,165,11,0,0,yes,248.94,24.0,0.013247815376317112,False
136,electronics,Vinted,like-new,Apple,5,439,18,4.882054010907859,2,247,False,2970.18,316.27,6,7,849,116,0,0,yes,298.02,3.0,0.41091867171687724,False
137,books,Mercari EU,like-new,Vintage,2,505,27,3.4953484597448696,3,340,True,35.75,34.3,7,12,67,12,0,0,yes,30.96,8.0,0.050008988276662864,False
138,electronics,Mercari EU,fair,Apple,8,547,10,3.167623437927966,5,109,True,1091.25,114.18,10,61,1064,57,0,0,no,,,0.3789779853631413,False
139,collectibles,Mercari EU,like-new,,39,856,4,3.2675333465064655,6,314,False,124.36,196.15,12,49,181,14,1,1,yes,194.45,35.0,0.033721001881968776,False
140,collectibles,Vinted,fair,Vintage,25,280,13,3.593986678651916,4,143,True,100.26,104.32,10,31,129,20,0,0,no,,,0.03755128691320009,False
141,clothing,eBay.de,like-new,,1,655,6,3.5564946260415127,8,112,True,108.76,88.75,9,62,217,15,4,3,yes,76.05,24.0,0.0,False
142,electronics,OLX,good,LG,4,431,7,2.1224115741906573,4,431,True,459.93,41.42,8,26,211,20,0,0,yes,36.18,12.0,0.04080298917165709,False
143,electronics,eBay.de,fair,Microsoft,4,1128,56,4.963203881362596,4,172,True,431.73,42.89,6,58,222,15,0,0,yes,39.62,25.0,0.09273981490013536,False
144,clothing,Mercari EU,good,,3,419,14,4.41106029632156,7,123,True,38.26,27.46,6,8,121,19,1,0,no,,,0.0,False
145,clothing,Facebook Marketplace,good,Adidas,0,1609,241,4.271455181527628,1,230,True,125.54,102.08,11,41,97,6,0,0,no,,,0.0,False
146,furniture,Facebook Marketplace,poor,,8,226,5,4.258375664098153,5,17,False,52.06,29.39,12,36,120,21,1,0,yes,28.79,21.0,0.05239698844590288,False
147,electronics,Mercari EU,like-new,Microsoft,1,940,30,4.3621614008239264,5,69,False,816.5,463.76,1,32,197,21,0,0,yes,432.67,15.0,0.06774324070015186,False
148,clothing,OLX,good,GAP,9,1044,50,3.728972394066938,4,253,True,71.34,31.95,2,65,146,23,1,1,yes,27.23,46.0,0.02526704263373622,False
149,clothing,eBay.de,fair,GAP,7,1176,11,4.553314146756404,4,201,True,69.01,36.65,6,19,89,11,1,0,yes,33.21,13.0,0.08455007417274518,False
150,collectibles,OLX,mint,Vintage,13,436,10,3.629858097653635,5,159,True,231.82,446.53,10,22,116,13,4,1,yes,398.26,7.0,0.23987284955614815,False
151,clothing,Vinted,mint,Louis Vuitton,9,50,1,4.706805233841099,5,263,True,396.22,192.87,7,34,570,100,2,0,yes,192.81,12.0,0.14493248176059298,False
152,clothing,eBay.de,like-new,Uniqlo,4,645,3,3.4116742966683007,5,116,True,105.78,73.34,8,34,138,21,0,2,yes,72.34,24.0,0.04270385296073742,False
153,electronics,Vinted,good,Nintendo,6,525,29,3.5242726464459717,4,96,True,476.07,46.99,4,6,144,24,0,0,no,,,0.07805537143605396,False
154,collectibles,Facebook Marketplace,like-new,Limited Edition,30,126,3,4.581040122159088,4,134,True,159.04,317.78,3,26,114,12,1,0,yes,288.47,15.0,0.0,False
155,clothing,eBay.de,like-new,Zara,4,507,14,4.084874806840657,4,80,True,95.65,65.45,7,60,161,23,0,2,no,,,0.0,False
156,furniture,Vinted,like-new,West Elm,10,429,15,4.187712611717238,4,463,True,577.32,237.39,4,35,187,22,0,5,yes,205.8,14.0,0.058227518313258536,False
157,books,Vinted,good,Self-published,2,84,1,4.012764165041116,7,322,True,30.92,25.06,12,67,146,22,3,0,yes,23.49,21.0,0.050169416467943956,False
158,clothing,OLX,like-new,,1,665,31,3.709093160397636,7,58,True,101.06,86.41,7,35,155,18,0,3,no,,,0.0,False
159,books,Facebook Marketplace,like-new,HarperCollins,2,501,17,4.0538101308691274,2,300,True,21.31,20.94,8,43,81,5,2,1,no,,,0.0,False
160,electronics,Mercari EU,good,Apple,1,415,15,3.9325981510995107,1,154,True,2874.86,1768.8,11,26,648,100,0,0,no,,,0.03227005063184725,False
161,furniture,Mercari EU,poor,Ashley,8,1280,15,4.002571812448225,3,171,True,199.42,125.66,3,103,194,10,3,0,yes,118.25,73.0,0.0,False
162,furniture,Mercari EU,good,Ashley,4,214,6,4.799752093917379,2,354,False,277.2,219.3,4,15,137,24,0,0,no,,,0.09451371573209288,False
163,electronics,eBay.de,fair,Apple,1,888,38,3.8121109101275046,5,147,False,1486.57,728.6,2,46,1239,116,0,1,no,,,0.04073462081191266,False
164,clothing,OLX,like-new,GAP,2,574,11,3.787243264504714,1,325,True,123.25,91.8,8,27,99,8,0,0,no,,,0.09933475849219289,False
165,books,Vinted,like-new,Self-published,6,21,1,4.919123802481438,6,180,True,34.11,19.1,6,35,91,15,0,1,yes,17.14,25.0,0.029662259875567087,False
166,electronics,eBay.de,good,Sony,4,518,12,3.7073850372547055,5,96,False,323.41,29.94,1,77,251,36,0,0,yes,25.76,60.0,0.0,False
167,clothing,eBay.de,fair,,6,559,10,3.8511346223259317,3,44,True,23.69,17.38,12,47,118,15,3,0,no,,,0.0,False
168,clothing,Mercari EU,good,,6,315,10,4.347695668443276,4,408,True,,26.39,2,41,159,11,2,1,yes,25.05,25.0,0.0,False
169,furniture,eBay.de,fair,,4,1536,37,4.5390855992436885,3,254,True,138.09,114.68,5,39,123,22,0,0,no,,,0.07424918988924564,False
170,furniture,Mercari EU,poor,West Elm,15,704,13,3.4974458291842287,8,241,True,79.44,20.06,10,25,175,25,0,0,no,,,0.0,False
171,clothing,Vinted,mint,Nike,3,177,14,3.8423013773968657,7,12,False,130.87,95.78,9,29,130,14,2,1,yes,92.15,13.0,0.17752540190074684,False
172,electronics,Mercari EU,mint,HP,1,552,13,3.3277585848729645,5,44,True,1028.7,489.54,6,18,159,16,0,0,yes,451.07,8.0,0.09415624342177759,False
173,clothing,Vinted,mint,Nike,7,86,1,4.466404715732583,4,31,True,80.78,50.54,11,25,112,22,1,0,yes,43.95,19.0,0.0,False
174,furniture,Vinted,like-new,IKEA,4,99,3,4.639062446884635,4,83,True,265.7,197.48,8,74,149,23,4,0,yes,184.27,44.0,0.0,False
175,clothing,Vinted,mint,GAP,3,185,5,4.60552993051545,5,204,True,113.4,102.59,7,42,151,12,0,1,no,,,0.09207906104099281,False
176,furniture,Facebook Marketplace,fair,Ashley,4,218,7,3.780178304499283,4,133,True,236.49,154.04,7,87,178,28,0,1,yes,144.82,40.0,0.03189118640600394,False
177,electronics,eBay.de,mint,Sony,2,323,27,4.084253387190468,1,347,False,367.86,36.98,9,54,163,17,2,0,yes,34.28,31.0,0.0,False
